Conversion Factor,Region,Resource,Resource Code,Units,Project Name,Project ID
3,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Index Communities Year 1,210
3,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Southeast Index Communities,210
1.5,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Hoonah Lands Partnership,243
3,Southeast,Dolly Varden-unknown,125006990,Ind.,Chilkat Chinook Salmon Ethnography,219
1.4,Southeast,Dolly Varden-unknown,125006990,Ind.,NPRB Yakutat Comprehensive,251
1.4,Southeast,Dolly Varden-unknown [CF Retention],125006991,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Dolly Varden-unknown [Rod and Reel],125006992,Ind.,Chilkat Chinook Salmon Ethnography,219
1.4,Southeast,Dolly Varden-unknown [Rod and Reel],125006992,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Dolly Varden-unknown [Other Gear],125006993,Ind.,Chilkat Chinook Salmon Ethnography,219
1.4,Southeast,Dolly Varden-unknown [Other Gear],125006993,Ind.,NPRB Yakutat Comprehensive,251
1.5,Southeast,Grayling,125200000,Ind.,Southeast Timber 1984/1985,13
0.7,Southeast,Grayling,125200000,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Grayling,125200000,Ind.,Southeast Harvest Update 1996,105
0.7,Southeast,Grayling,125200000,Ind.,Prince of Wales 1997/1998,114
0.7,Southeast,Grayling,125200000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Grayling,125200000,Ind.,Saxman 1999,133
0,Southeast,Grayling,125200000,Ind.,Saxman 1999/2000,133
1,Southeast,Grayling,125200000,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Grayling,125200000,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Grayling,125200000,Ind.,Index Communities Year 1,210
1,Southeast,Grayling,125200000,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Grayling,125200000,Ind.,Southeast Index Communities,210
0.7,Southeast,Grayling,125200000,Ind.,NPRB Yakutat Comprehensive,251
0.7,Southeast,Grayling [Rod and Reel],125200002,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Grayling [Rod and Reel],125200002,Ind.,Southeast Harvest Update 1996,105
0.7,Southeast,Grayling [Rod and Reel],125200002,Ind.,Prince of Wales 1997/1998,114
0.7,Southeast,Grayling [Rod and Reel],125200002,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Grayling [Rod and Reel],125200002,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Grayling [Rod and Reel],125200002,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Grayling [Rod and Reel],125200002,Ind.,Index Communities Year 1,210
1,Southeast,Grayling [Rod and Reel],125200002,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Grayling [Rod and Reel],125200002,Ind.,Southeast Index Communities,210
0.7,Southeast,Grayling [Rod and Reel],125200002,Ind.,NPRB Yakutat Comprehensive,251
0.7,Southeast,Grayling [Other Gear],125200003,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Grayling [Other Gear],125200003,Ind.,Southeast Harvest Update 1996,105
0.7,Southeast,Grayling [Other Gear],125200003,Ind.,Prince of Wales 1997/1998,114
0.7,Southeast,Grayling [Other Gear],125200003,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Grayling [Other Gear],125200003,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Grayling [Other Gear],125200003,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Grayling [Other Gear],125200003,Ind.,Index Communities Year 1,210
1,Southeast,Grayling [Other Gear],125200003,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Grayling [Other Gear],125200003,Ind.,Southeast Index Communities,210
0.7,Southeast,Grayling [Other Gear],125200003,Ind.,NPRB Yakutat Comprehensive,251
0,Southeast,Pike,125400000,Ind.,Yakutat Household Survey 2000,137
0,Southeast,Pike [Rod and Reel],125400002,Ind.,Yakutat Household Survey 2000,137
0,Southeast,Pike [Other Gear],125400003,Ind.,Yakutat Household Survey 2000,137
0,Southeast,Sheefish,125600000,Ind.,Yakutat Household Survey 2000,137
0,Southeast,Sheefish [Rod and Reel],125600002,Ind.,Yakutat Household Survey 2000,137
0,Southeast,Sheefish [Other Gear],125600003,Ind.,Yakutat Household Survey 2000,137
2,Southeast,White Sturgeon,125804000,Ind.,Southeast Timber 1984/1985,13
1.7411945,Southeast,Trout,126200000,Ind.,Saxman 1999,133
1.7411945,Southeast,Trout,126200000,Ind.,Saxman 1999/2000,133
2.340164,Southeast,Trout,126200000,Ind.,Saxman 1999,133
2.340164,Southeast,Trout,126200000,Ind.,Saxman 1999/2000,133
2.7122905,Southeast,Trout,126200000,Ind.,Saxman 1999,133
2.7122905,Southeast,Trout,126200000,Ind.,Saxman 1999/2000,133
1,Southeast,Trout,126200000,lb.,Haines/Klukwan 1983,49
8.5,Southeast,Trout,126200000,lb.,Alaska Peninsula Index Communities,210
8.5,Southeast,Trout,126200000,lb.,Index Communities Year 1,210
8.5,Southeast,Trout,126200000,lb.,Index Communities Year 2 (Southeast AK),210
8.5,Southeast,Trout,126200000,lb.,Southeast Index Communities,210
8.5,Southeast,Trout,126200000,lb.,Hoonah Lands Partnership,243
1.4,Southeast,Trout,126200000,lb.,NPRB Yakutat Comprehensive,251
8.5,Southeast,Trout,126200000,Lbs.,Chilkat Chinook Salmon Ethnography,219
8.5,Southeast,Trout [CF Retention],126200001,lb.,Alaska Peninsula Index Communities,210
8.5,Southeast,Trout [CF Retention],126200001,lb.,Index Communities Year 1,210
8.5,Southeast,Trout [CF Retention],126200001,lb.,Index Communities Year 2 (Southeast AK),210
8.5,Southeast,Trout [CF Retention],126200001,lb.,Southeast Index Communities,210
1.4,Southeast,Trout [CF Retention],126200001,lb.,NPRB Yakutat Comprehensive,251
8.5,Southeast,Trout [Rod and Reel],126200002,lb.,Alaska Peninsula Index Communities,210
8.5,Southeast,Trout [Rod and Reel],126200002,lb.,Index Communities Year 1,210
8.5,Southeast,Trout [Rod and Reel],126200002,lb.,Index Communities Year 2 (Southeast AK),210
8.5,Southeast,Trout [Rod and Reel],126200002,lb.,Southeast Index Communities,210
8.5,Southeast,Trout [Rod and Reel],126200002,lb.,Hoonah Lands Partnership,243
1.4,Southeast,Trout [Rod and Reel],126200002,lb.,NPRB Yakutat Comprehensive,251
8.5,Southeast,Trout [Rod and Reel],126200002,Lbs.,Chilkat Chinook Salmon Ethnography,219
8.5,Southeast,Trout [Other Gear],126200003,lb.,Alaska Peninsula Index Communities,210
8.5,Southeast,Trout [Other Gear],126200003,lb.,Index Communities Year 1,210
8.5,Southeast,Trout [Other Gear],126200003,lb.,Index Communities Year 2 (Southeast AK),210
8.5,Southeast,Trout [Other Gear],126200003,lb.,Southeast Index Communities,210
8.5,Southeast,Trout [Other Gear],126200003,lb.,Hoonah Lands Partnership,243
1.4,Southeast,Trout [Other Gear],126200003,lb.,NPRB Yakutat Comprehensive,251
8.5,Southeast,Trout [Other Gear],126200003,Lbs.,Chilkat Chinook Salmon Ethnography,219
0.75,Southeast,Cutthroat Trout,126202000,Ind.,Southeast Timber 1984/1985,13
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Southeast Timber 1984/1985,13
1.4,Southeast,Cutthroat Trout,126202000,Ind.,Haines/Klukwan 1983,49
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Southeast Timber 1985/1986,50
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Cutthroat Trout,126202000,Ind.,Southeast Harvest Update 1996,105
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Prince of Wales 1997/1998,114
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Prince of Wales 1998/1999,125
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Saxman 1999,133
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Saxman 1999/2000,133
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Yakutat Household Survey 2000,137
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Alaska Peninsula Index Communities,210
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Index Communities Year 1,210
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Index Communities Year 2 (Southeast AK),210
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Southeast Index Communities,210
1.5,Southeast,Cutthroat Trout,126202000,Ind.,Hoonah Lands Partnership,243
1.4,Southeast,Cutthroat Trout,126202000,Ind.,NPRB Yakutat Comprehensive,251
1.5,Southeast,Cutthroat Trout [CF Retention],126202001,Ind.,Yakutat Household Survey 2000,137
1.4,Southeast,Cutthroat Trout [CF Retention],126202001,Ind.,NPRB Yakutat Comprehensive,251
1.5,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,Southeast Harvest Update 1996,105
1.5,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,Prince of Wales 1997/1998,114
1.5,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,Prince of Wales 1998/1999,125
1.5,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,Yakutat Household Survey 2000,137
1.5,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,Alaska Peninsula Index Communities,210
1.5,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,Index Communities Year 1,210
1.5,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,Index Communities Year 2 (Southeast AK),210
1.5,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,Southeast Index Communities,210
1.5,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,Hoonah Lands Partnership,243
1.4,Southeast,Cutthroat Trout [Rod and Reel],126202002,Ind.,NPRB Yakutat Comprehensive,251
1.5,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,Southeast Harvest Update 1996,105
1.5,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,Prince of Wales 1997/1998,114
1.5,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,Prince of Wales 1998/1999,125
1.5,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,Yakutat Household Survey 2000,137
1.5,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,Alaska Peninsula Index Communities,210
1.5,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,Index Communities Year 1,210
1.5,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,Index Communities Year 2 (Southeast AK),210
1.5,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,Southeast Index Communities,210
1.5,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,Hoonah Lands Partnership,243
1.4,Southeast,Cutthroat Trout [Other Gear],126202003,Ind.,NPRB Yakutat Comprehensive,251
1.5,Southeast,Rainbow Trout,126204000,Ind.,Southeast Timber 1984/1985,13
2,Southeast,Rainbow Trout,126204000,Ind.,Southeast Timber 1984/1985,13
1,Southeast,Rainbow Trout,126204000,Ind.,Haines/Klukwan 1983,49
2,Southeast,Rainbow Trout,126204000,Ind.,Southeast Timber 1985/1986,50
2,Southeast,Rainbow Trout,126204000,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Rainbow Trout,126204000,Ind.,Prince of Wales 1997/1998,114
2,Southeast,Rainbow Trout,126204000,Ind.,Prince of Wales 1998/1999,125
2,Southeast,Rainbow Trout,126204000,Ind.,Saxman 1999,133
2,Southeast,Rainbow Trout,126204000,Ind.,Saxman 1999/2000,133
2,Southeast,Rainbow Trout,126204000,Ind.,Yakutat Household Survey 2000,137
2,Southeast,Rainbow Trout,126204000,Ind.,Alaska Peninsula Index Communities,210
2,Southeast,Rainbow Trout,126204000,Ind.,Index Communities Year 1,210
2,Southeast,Rainbow Trout,126204000,Ind.,Index Communities Year 2 (Southeast AK),210
2,Southeast,Rainbow Trout,126204000,Ind.,Southeast Index Communities,210
2,Southeast,Rainbow Trout,126204000,Ind.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Rainbow Trout,126204000,Ind.,Hoonah Lands Partnership,243
1.4,Southeast,Rainbow Trout,126204000,Ind.,NPRB Yakutat Comprehensive,251
2,Southeast,Rainbow Trout [CF Retention],126204001,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Rainbow Trout [CF Retention],126204001,Ind.,Yakutat Household Survey 2000,137
2,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,Prince of Wales 1997/1998,114
2,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,Prince of Wales 1998/1999,125
2,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,Yakutat Household Survey 2000,137
2,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,Alaska Peninsula Index Communities,210
2,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,Index Communities Year 1,210
2,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,Index Communities Year 2 (Southeast AK),210
2,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,Southeast Index Communities,210
2,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,Hoonah Lands Partnership,243
1.4,Southeast,Rainbow Trout [Rod and Reel],126204002,Ind.,NPRB Yakutat Comprehensive,251
2,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,Prince of Wales 1997/1998,114
2,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,Prince of Wales 1998/1999,125
2,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,Yakutat Household Survey 2000,137
2,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,Alaska Peninsula Index Communities,210
2,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,Index Communities Year 1,210
2,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,Index Communities Year 2 (Southeast AK),210
2,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,Southeast Index Communities,210
2,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,Hoonah Lands Partnership,243
1.4,Southeast,Rainbow Trout [Other Gear],126204003,Ind.,NPRB Yakutat Comprehensive,251
6,Southeast,Steelhead,126206000,Ind.,Southeast Timber 1984/1985,13
6,Southeast,Steelhead,126206000,Ind.,Haines/Klukwan 1983,49
6,Southeast,Steelhead,126206000,Ind.,Southeast Timber 1985/1986,50
8,Southeast,Steelhead,126206000,Ind.,Southeast Harvest Update 1996,105
8.5,Southeast,Steelhead,126206000,Ind.,Southeast Harvest Update 1996,105
8.5,Southeast,Steelhead,126206000,Ind.,Prince of Wales 1997/1998,114
8.5,Southeast,Steelhead,126206000,Ind.,Prince of Wales 1998/1999,125
8.5,Southeast,Steelhead,126206000,Ind.,Saxman 1999,133
8.5,Southeast,Steelhead,126206000,Ind.,Saxman 1999/2000,133
8.5,Southeast,Steelhead,126206000,Ind.,Yakutat Household Survey 2000,137
8.5,Southeast,Steelhead,126206000,Ind.,Alaska Peninsula Index Communities,210
8.5,Southeast,Steelhead,126206000,Ind.,Index Communities Year 1,210
8.5,Southeast,Steelhead,126206000,Ind.,Index Communities Year 2 (Southeast AK),210
8.5,Southeast,Steelhead,126206000,Ind.,Southeast Index Communities,210
8.5,Southeast,Steelhead,126206000,Ind.,Chilkat Chinook Salmon Ethnography,219
8.5,Southeast,Steelhead,126206000,Ind.,Hoonah Lands Partnership,243
1.4,Southeast,Steelhead,126206000,Ind.,NPRB Yakutat Comprehensive,251
8,Southeast,Steelhead [CF Retention],126206001,Ind.,Southeast Harvest Update 1996,105
8.5,Southeast,Steelhead [CF Retention],126206001,Ind.,Southeast Harvest Update 1996,105
8.5,Southeast,Steelhead [CF Retention],126206001,Ind.,Yakutat Household Survey 2000,137
8.5,Southeast,Steelhead [CF Retention],126206001,Ind.,Alaska Peninsula Index Communities,210
8.5,Southeast,Steelhead [CF Retention],126206001,Ind.,Index Communities Year 1,210
8.5,Southeast,Steelhead [CF Retention],126206001,Ind.,Index Communities Year 2 (Southeast AK),210
8.5,Southeast,Steelhead [CF Retention],126206001,Ind.,Southeast Index Communities,210
1.4,Southeast,Steelhead [CF Retention],126206001,Ind.,NPRB Yakutat Comprehensive,251
8,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Southeast Harvest Update 1996,105
8.5,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Southeast Harvest Update 1996,105
8.5,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Prince of Wales 1997/1998,114
8.5,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Prince of Wales 1998/1999,125
8.5,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Yakutat Household Survey 2000,137
8.5,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Alaska Peninsula Index Communities,210
8.5,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Index Communities Year 1,210
8.5,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Index Communities Year 2 (Southeast AK),210
8.5,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Southeast Index Communities,210
8.5,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Chilkat Chinook Salmon Ethnography,219
8.5,Southeast,Steelhead [Rod and Reel],126206002,Ind.,Hoonah Lands Partnership,243
1.4,Southeast,Steelhead [Rod and Reel],126206002,Ind.,NPRB Yakutat Comprehensive,251
8,Southeast,Steelhead [Other Gear],126206003,Ind.,Southeast Harvest Update 1996,105
8.5,Southeast,Steelhead [Other Gear],126206003,Ind.,Southeast Harvest Update 1996,105
8.5,Southeast,Steelhead [Other Gear],126206003,Ind.,Prince of Wales 1997/1998,114
8.5,Southeast,Steelhead [Other Gear],126206003,Ind.,Prince of Wales 1998/1999,125
8.5,Southeast,Steelhead [Other Gear],126206003,Ind.,Yakutat Household Survey 2000,137
8.5,Southeast,Steelhead [Other Gear],126206003,Ind.,Alaska Peninsula Index Communities,210
8.5,Southeast,Steelhead [Other Gear],126206003,Ind.,Index Communities Year 1,210
8.5,Southeast,Steelhead [Other Gear],126206003,Ind.,Index Communities Year 2 (Southeast AK),210
8.5,Southeast,Steelhead [Other Gear],126206003,Ind.,Southeast Index Communities,210
8.5,Southeast,Steelhead [Other Gear],126206003,Ind.,Chilkat Chinook Salmon Ethnography,219
8.5,Southeast,Steelhead [Other Gear],126206003,Ind.,Hoonah Lands Partnership,243
1.4,Southeast,Steelhead [Other Gear],126206003,Ind.,NPRB Yakutat Comprehensive,251
1.5,Southeast,Unknown Trout,126299000,Ind.,Southeast Timber 1984/1985,13
0,Southeast,Unknown Trout,126299000,Ind.,Prince of Wales 1998/1999,125
1.631,Southeast,Unknown Trout,126299000,Ind.,Alaska Peninsula Index Communities,210
1.631,Southeast,Unknown Trout,126299000,Ind.,Index Communities Year 1,210
1.631,Southeast,Unknown Trout,126299000,Ind.,Index Communities Year 2 (Southeast AK),210
1.631,Southeast,Unknown Trout,126299000,Ind.,Southeast Index Communities,210
1.9151878,Southeast,Unknown Trout,126299000,Ind.,Alaska Peninsula Index Communities,210
1.9151878,Southeast,Unknown Trout,126299000,Ind.,Index Communities Year 1,210
1.9151878,Southeast,Unknown Trout,126299000,Ind.,Index Communities Year 2 (Southeast AK),210
1.9151878,Southeast,Unknown Trout,126299000,Ind.,Southeast Index Communities,210
1.5,Southeast,Unknown Trout,126299000,Ind.,Hoonah Lands Partnership,243
0,Southeast,Unknown Trout [Rod and Reel],126299002,Ind.,Prince of Wales 1998/1999,125
1.631,Southeast,Unknown Trout [Rod and Reel],126299002,Ind.,Alaska Peninsula Index Communities,210
1.631,Southeast,Unknown Trout [Rod and Reel],126299002,Ind.,Index Communities Year 1,210
1.631,Southeast,Unknown Trout [Rod and Reel],126299002,Ind.,Index Communities Year 2 (Southeast AK),210
1.631,Southeast,Unknown Trout [Rod and Reel],126299002,Ind.,Southeast Index Communities,210
1.9151878,Southeast,Unknown Trout [Rod and Reel],126299002,Ind.,Alaska Peninsula Index Communities,210
1.9151878,Southeast,Unknown Trout [Rod and Reel],126299002,Ind.,Index Communities Year 1,210
